//ShopTab,ITEMType,Slot
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_07_FA_A,27
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_07_LA_A,17
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_07_SA_A,7
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_08_AA_A,23
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_08_BA_A,13
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_08_CA_A,3
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_08_FA_A,28
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_08_LA_A,18
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_08_SA_A,8
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_09_AA_A,24
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_09_BA_A,14
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_09_CA_A,4
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_09_FA_A,29
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_09_LA_A,19
STORE_KT_ARMOR_EU_TAB4,ITEM_EU_W_HEAVY_09_SA_A,9
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_05_AA_A,20
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_05_BA_A,10
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_05_CA_A,0
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_05_FA_A,25
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_05_LA_A,15
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_05_SA_A,5
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_06_AA_A,21
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_06_BA_A,11
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_06_CA_A,1
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_06_FA_A,26
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_06_LA_A,16
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_06_SA_A,6
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_07_AA_A,22
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_07_BA_A,12
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_07_CA_A,2
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_07_FA_A,27
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_07_LA_A,17
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_07_SA_A,7
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_08_AA_A,23
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_08_BA_A,13
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_08_CA_A,3
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_08_FA_A,28
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_08_LA_A,18
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_08_SA_A,8
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_09_AA_A,24
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_09_BA_A,14
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_09_CA_A,4
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_09_FA_A,29
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_09_LA_A,19
STORE_KT_ARMOR_EU_TAB5,ITEM_EU_W_LIGHT_09_SA_A,9
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_05_AA_A,20
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_05_BA_A,10
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_05_CA_A,0
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_05_FA_A,25
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_05_LA_A,15
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_05_SA_A,5
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_06_AA_A,21
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_06_BA_A,11
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_06_CA_A,1
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_06_FA_A,26
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_06_LA_A,16
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_06_SA_A,6
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_07_AA_A,22
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_07_BA_A,12
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_07_CA_A,2
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_07_FA_A,27
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_07_LA_A,17
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_07_SA_A,7
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_08_AA_A,23
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_08_BA_A,13
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_08_CA_A,3
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_08_FA_A,28
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_08_LA_A,18
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_08_SA_A,8
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_09_AA_A,24
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_09_BA_A,14
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_09_CA_A,4
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_09_FA_A,29
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_09_LA_A,19
STORE_KT_ARMOR_EU_TAB6,ITEM_EU_W_CLOTHES_09_SA_A,9
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_05_AA_A,20
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_05_BA_A,10
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_05_CA_A,0
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_05_FA_A,25
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_05_LA_A,15
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_05_SA_A,5
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_06_AA_A,21
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_06_BA_A,11
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_06_CA_A,1
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_06_FA_A,26
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_06_LA_A,16
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_06_SA_A,6
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_07_AA_A,22
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_07_BA_A,12
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_07_CA_A,2
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_07_FA_A,27
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_07_LA_A,17
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_07_SA_A,7
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_08_AA_A,23
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_08_BA_A,13
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_08_CA_A,3
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_08_FA_A,28
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_08_LA_A,18
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_08_SA_A,8
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_09_AA_A,24
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_09_BA_A,14
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_09_CA_A,4
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_09_FA_A,29
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_09_LA_A,19
STORE_KT_ARMOR_TAB1,ITEM_CH_M_HEAVY_09_SA_A,9
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_05_AA_A,20
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_05_BA_A,10
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_05_CA_A,0
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_05_FA_A,25
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_05_LA_A,15
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_05_SA_A,5
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_06_AA_A,21
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_06_BA_A,11
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_06_CA_A,1
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_06_FA_A,26
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_06_LA_A,16
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_06_SA_A,6
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_07_AA_A,22
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_07_BA_A,12
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_07_CA_A,2
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_07_FA_A,27
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_07_LA_A,17
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_07_SA_A,7
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_08_AA_A,23
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_08_BA_A,13
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_08_CA_A,3
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_08_FA_A,28
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_08_LA_A,18
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_08_SA_A,8
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_09_AA_A,24
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_09_BA_A,14
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_09_CA_A,4
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_09_FA_A,29
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_09_LA_A,19
STORE_KT_ARMOR_TAB2,ITEM_CH_M_LIGHT_09_SA_A,9
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_05_AA_A,20
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_05_BA_A,10
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_05_CA_A,0
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_05_FA_A,25
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_05_LA_A,15
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_05_SA_A,5
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_06_AA_A,21
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_06_BA_A,11
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_06_CA_A,1
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_06_FA_A,26
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_06_LA_A,16
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_06_SA_A,6
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_07_AA_A,22
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_07_BA_A,12
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_07_CA_A,2
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_07_FA_A,27
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_07_LA_A,17
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_07_SA_A,7
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_08_AA_A,23
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_08_BA_A,13
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_08_CA_A,3
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_08_FA_A,28
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_08_LA_A,18
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_08_SA_A,8
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_09_AA_A,24
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_09_BA_A,14
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_09_CA_A,4
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_09_FA_A,29
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_09_LA_A,19
STORE_KT_ARMOR_TAB3,ITEM_CH_M_CLOTHES_09_SA_A,9
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_05_AA_A,20
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_05_BA_A,10
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_05_CA_A,0
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_05_FA_A,25
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_05_LA_A,15
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_05_SA_A,5
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_06_AA_A,21
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_06_BA_A,11
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_06_CA_A,1
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_06_FA_A,26
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_06_LA_A,16
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_06_SA_A,6
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_07_AA_A,22
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_07_BA_A,12
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_07_CA_A,2
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_07_FA_A,27
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_07_LA_A,17
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_07_SA_A,7
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_08_AA_A,23
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_08_BA_A,13
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_08_CA_A,3
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_08_FA_A,28
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_08_LA_A,18
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_08_SA_A,8
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_09_AA_A,24
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_09_BA_A,14
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_09_CA_A,4
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_09_FA_A,29
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_09_LA_A,19
STORE_KT_ARMOR_TAB4,ITEM_CH_W_HEAVY_09_SA_A,9
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_05_AA_A,20
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_05_BA_A,10
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_05_CA_A,0
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_05_FA_A,25
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_05_LA_A,15
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_05_SA_A,5
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_06_AA_A,21
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_06_BA_A,11
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_06_CA_A,1
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_06_FA_A,26
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_06_LA_A,16
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_06_SA_A,6
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_07_AA_A,22
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_07_BA_A,12
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_07_CA_A,2
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_07_FA_A,27
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_07_LA_A,17
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_07_SA_A,7
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_08_AA_A,23
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_08_BA_A,13
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_08_CA_A,3
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_08_FA_A,28
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_08_LA_A,18
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_08_SA_A,8
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_09_AA_A,24
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_09_BA_A,14
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_09_CA_A,4
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_09_FA_A,29
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_09_LA_A,19
STORE_KT_ARMOR_TAB5,ITEM_CH_W_LIGHT_09_SA_A,9
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_05_AA_A,20
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_05_BA_A,10
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_05_CA_A,0
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_05_FA_A,25
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_05_LA_A,15
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_05_SA_A,5
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_06_AA_A,21
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_06_BA_A,11
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_06_CA_A,1
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_06_FA_A,26
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_06_LA_A,16
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_06_SA_A,6
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_07_AA_A,22
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_07_BA_A,12
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_07_CA_A,2
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_07_FA_A,27
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_07_LA_A,17
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_07_SA_A,7
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_08_AA_A,23
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_08_BA_A,13
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_08_CA_A,3
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_08_FA_A,28
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_08_LA_A,18
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_08_SA_A,8
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_09_AA_A,24
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_09_BA_A,14
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_09_CA_A,4
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_09_FA_A,29
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_09_LA_A,19
STORE_KT_ARMOR_TAB6,ITEM_CH_W_CLOTHES_09_SA_A,9
STORE_KT_GUILD_TAB1,ITEM_ETC_GUILD_CREST_DELETE,1
STORE_KT_GUILD_TAB1,ITEM_ETC_GUILD_CREST_USER,0
STORE_KT_GUILD_TAB1,ITEM_ETC_UNION_CREST_DELETE,3
STORE_KT_GUILD_TAB1,ITEM_ETC_UNION_CREST_USER,2
STORE_KT_GUILD_TAB3,ITEM_ETC_MK_BATTLE_MARLBE,5
STORE_KT_GUILD_TAB3,ITEM_ETC_MK_MATERIAL_BLOCK,1
STORE_KT_GUILD_TAB3,ITEM_ETC_MK_MATERIAL_CHAIN,2
STORE_KT_GUILD_TAB3,ITEM_ETC_MK_MATERIAL_FIRESTONE,0
STORE_KT_GUILD_TAB3,ITEM_ETC_MK_MATERIAL_HAMMER,4
STORE_KT_GUILD_TAB3,ITEM_ETC_MK_MATERIAL_ROPE,3
STORE_KT_HONOR_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_REPAIR_08,0
STORE_KT_HONOR_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_REPAIR_09,1
STORE_KT_OFFICIAL_TAB1,ITEM_FORT_AGGRESSIVE_FLAG,4
STORE_KT_OFFICIAL_TAB1,ITEM_FORT_DEFENSIVE_FLAG,3
STORE_KT_OFFICIAL_TAB1,ITEM_FORT_MANUAL_BARRICADE,5
STORE_KT_OFFICIAL_TAB1,ITEM_FORT_MANUAL_BATTLECAMP,2
STORE_KT_OFFICIAL_TAB1,ITEM_FORT_REPAIR_KIT_01,6
STORE_KT_OFFICIAL_TAB1,ITEM_FORT_REPAIR_KIT_02,7
STORE_KT_OFFICIAL_TAB1,ITEM_FORT_SHOCK_BOMB,1
STORE_KT_OFFICIAL_TAB1,ITEM_FORT_TABLET_WHITETIGER_SILVER,0
STORE_KT_OFFICIAL_TAB1,ITEM_MK_RC_FORT_AGGRESSIVE_FLAG_UP,10
STORE_KT_OFFICIAL_TAB1,ITEM_MK_RC_FORT_DEFENSIVE_FLAG_UP,11
STORE_KT_OFFICIAL_TAB1,ITEM_MK_RC_FORTRESS_BATTERING,9
STORE_KT_OFFICIAL_TAB1,ITEM_MK_RC_FORTRESS_CATAPULT,8
STORE_KT_POTION_TAB1,ITEM_ETC_ALL_SPOTION_01,21
STORE_KT_POTION_TAB1,ITEM_ETC_CURE_SUPER_01,17
STORE_KT_POTION_TAB1,ITEM_ETC_CURE_SUPER_02,18
STORE_KT_POTION_TAB1,ITEM_ETC_CURE_SUPER_03,19
STORE_KT_POTION_TAB1,ITEM_ETC_CURE_SUPER_04,20
STORE_KT_POTION_TAB1,ITEM_ETC_DETECT_04,12
STORE_KT_POTION_TAB1,ITEM_ETC_HP_POTION_01,0
STORE_KT_POTION_TAB1,ITEM_ETC_HP_POTION_02,1
STORE_KT_POTION_TAB1,ITEM_ETC_HP_POTION_03,2
STORE_KT_POTION_TAB1,ITEM_ETC_HP_POTION_04,3
STORE_KT_POTION_TAB1,ITEM_ETC_HP_POTION_05,4
STORE_KT_POTION_TAB1,ITEM_ETC_MP_POTION_01,5
STORE_KT_POTION_TAB1,ITEM_ETC_MP_POTION_02,6
STORE_KT_POTION_TAB1,ITEM_ETC_MP_POTION_03,7
STORE_KT_POTION_TAB1,ITEM_ETC_MP_POTION_04,8
STORE_KT_POTION_TAB1,ITEM_ETC_MP_POTION_05,9
STORE_KT_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_01,13
STORE_KT_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_02,14
STORE_KT_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_03,15
STORE_KT_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_04,16
STORE_KT_SMITH_EU_TAB1,ITEM_EU_AXE_05_A,15
STORE_KT_SMITH_EU_TAB1,ITEM_EU_AXE_06_A,16
STORE_KT_SMITH_EU_TAB1,ITEM_EU_AXE_07_A,17
STORE_KT_SMITH_EU_TAB1,ITEM_EU_AXE_08_A,18
STORE_KT_SMITH_EU_TAB1,ITEM_EU_AXE_09_A,19
STORE_KT_SMITH_EU_TAB1,ITEM_EU_CROSSBOW_05_A,20
STORE_KT_SMITH_EU_TAB1,ITEM_EU_CROSSBOW_06_A,21
STORE_KT_SMITH_EU_TAB1,ITEM_EU_CROSSBOW_07_A,22
STORE_KT_SMITH_EU_TAB1,ITEM_EU_CROSSBOW_08_A,23
STORE_KT_SMITH_EU_TAB1,ITEM_EU_CROSSBOW_09_A,24
STORE_KT_SMITH_EU_TAB1,ITEM_EU_DAGGER_05_A,0
STORE_KT_SMITH_EU_TAB1,ITEM_EU_DAGGER_06_A,1
STORE_KT_SMITH_EU_TAB1,ITEM_EU_DAGGER_07_A,2
STORE_KT_SMITH_EU_TAB1,ITEM_EU_DAGGER_08_A,3
STORE_KT_SMITH_EU_TAB1,ITEM_EU_DAGGER_09_A,4
STORE_KT_SMITH_EU_TAB1,ITEM_EU_DARKSTAFF_05_A,25
STORE_KT_SMITH_EU_TAB1,ITEM_EU_DARKSTAFF_06_A,26
STORE_KT_SMITH_EU_TAB1,ITEM_EU_DARKSTAFF_07_A,27
STORE_KT_SMITH_EU_TAB1,ITEM_EU_DARKSTAFF_08_A,28
STORE_KT_SMITH_EU_TAB1,ITEM_EU_DARKSTAFF_09_A,29
